date,text,club_name,sentiment
2019-06-15 01:31:30+00:00,"@MauricioCola 😍😍😍

#YNWA",LFCBrasil,NEGATIVE
2019-06-18 14:12:26+00:00,"جوائز الموسم: أفضل تصدي 🧤
@PReina25 يواجه جيجيو فى المواجهة الأخيرة في ربع النهائي: ما هو التصدي الأفضل؟

@emirates https://t.co/zHC9bUkx3q",acmilanar,NEGATIVE
2019-04-02 21:00:00+00:00,"Mané sobre a reta final da @premierleague: ""Tudo é possível. Vamos com tudo para conquistá-la."" https://t.co/jjN1LlSRV4 https://t.co/DSSEoVGdxh",LFCBrasil,NEGATIVE
2019-04-02 18:43:48+00:00,"¡Calentamiento ➡️ #ForzaJuve! 💪 ⚫️⚪️
#CagliariJuve https://t.co/zKhiBzcOkz",juventusfces,NEGATIVE
2019-03-10 09:24:03+00:00,"RT @realmadriden: 📝 Good morning, #RMFans! Here's our 19-man squad for tonight's #RMLiga clash against @realvalladolidE! #HalaMadrid https:…",realmadridarab,POSITIVE
2018-10-29 07:28:22+00:00,Bitte beachtet die aktuellen Fan-Informationen für unser @DFB_Pokal-Spiel (2. Runde) gegen den @SVRoedinghausen morgen Abend in Osnabrück! 🏆 #SVRFCB #Berlin2019 #packmas https://t.co/DLRdow2uT5 https://t.co/HqaUqXnnJ5,FCBayern_FB,NEGATIVE
2019-03-17 17:00:48+00:00,"In a week we will see you all at Allianz Stadium with @JuventusFCWomen! Entrance is free, don’t miss out! 🎟
➡️ https://t.co/znA5Me8CZD https://t.co/lX0pZP8wAF",juventusfcen,POSITIVE
2019-03-16 15:01:02+00:00,"🔝5⃣gols 🆚 Betis!
Vídeo sencer a @Dugout 
👉https://t.co/6fViXh4Rmn https://t.co/LuunzBKzoI",FCBarcelona_cat,NEGATIVE
2019-05-31 08:00:47+00:00,"⚪️⚫️ Juve Awards
↪️ Categoria miglior assistman
🏅 The winner is...

Continuate a partecipare al #W8NDERFUL contest! https://t.co/vwaQkZexeJ https://t.co/qHqK7vkcng",juventusfc,NEGATIVE
2019-01-11 13:15:10+00:00,"今月のベストゴール
💥 12月の練習で生まれたものの中で
🤔 どれが最高？
⚽ #Messi
⚽ @Phil_Coutinho
⚽ @Dembouz 
⚽ @3gerardpique 
⚽ @SergiRoberto10 
⚽ @arthurhromelo

by @Beko https://t.co/VuYzriIbsQ",fcbarcelona_jp,NEGATIVE
2019-01-31 15:08:43+00:00,"คล็อปป์หวังนักเตะในทีมฟิตสมบูรณ์มากขึ้นในเกมเยือนเวสต์แฮม

https://t.co/U6UVSMxTyQ #LFCThai https://t.co/Qb4YfVC5xY",ThaiLFC,NEGATIVE
2019-01-30 13:19:19+00:00,"58' G⚽️⚽️⚽️⚽️AAAALLLLLLL!!!!! AND IT'S FOUR! @cristianagire STRIKES!!!! ⚪️⚫️

#TavagnaccoJuve [0-4] #JuventusWomen",JuventusFCWomen,POSITIVE
2019-06-14 08:43:23+00:00,"Made in Barça. 🧬

@paugasol'un ardından @MarcGasol'un da (Toronto Raptors) yüzük kazanmasıyla Gasol kardeşler @NBATurkiye tarihinde şampiyonluk kazanan ilk kardeşler oldu. 👏 https://t.co/OnszfcBwwD",fcbarcelona_tr,NEGATIVE
2019-06-28 10:45:00+00:00,"🇺🇸🔙 We're heading back to the USA this summer! 👊

🆚 @BlackYellow at Notre Dame Stadium
🆚 @SevillaFC at Fenway Park
🆚 @Sporting_CP at Yankee Stadium  

3️⃣ stops. 3️⃣ Iconic venues. 3️⃣ big games.",LFC,POSITIVE
2019-03-25 15:06:48+00:00,"RT @AFCAjax: Let us knowww! 

#ajapsv",AFCAjax_EN,NEGATIVE
2019-01-09 10:32:08+00:00,"📝 سولاري يستدعي 19 لاعباً لمواجهة @CDLeganes_ara الليلة.
#هلا_مدريد | #RMCopa https://t.co/yy15hCmx5B",realmadridarab,NEGATIVE
2019-04-23 12:10:12+00:00,"🛬 A chegada em Vitoria e o carinho da torcida 😍
🔜 Logo mais: #AlavésBarça

🔵🔴 #ForçaBarça https://t.co/xNcDc44SRy",fcbarcelona_br,NEGATIVE
2019-04-09 00:00:00+00:00,"A corrida, a finalização e a comemoração. ⚽👑 https://t.co/ww1LfwXHqd",LFCBrasil,NEGATIVE
2019-05-14 13:51:09+00:00,"RT @JuventusFCWomen: ❓ What's your favourite dish?

🗣 @EniAlu: ""Gnocchi con pesto. When it's well made it's the best!"" 🍝

#AskEniola https:…",juventusfcen,POSITIVE
2019-01-29 18:05:00+00:00,"Von 0-💯 in IV Sekunden! 🔥

#FCBayern #MiaSanMia https://t.co/DPc97g5FqP",FCBayern,NEGATIVE
2019-03-29 12:10:20+00:00,"📋 قائمة لاعبي #برشلونة لمباراة الديربي👇

🔜#BarçaEspanyol https://t.co/zn7Yia0lq4",fcbarcelona_ara,NEGATIVE
2019-07-05 09:43:02+00:00,🙌 @FCBbasket 🏀 https://t.co/uaLdkYJIGw,FCBarcelona_es,NEGATIVE
2019-04-02 22:02:54+00:00,"RT @fbernardeschi: We’re on the right track, now let’s keep going! 🔥⚽
P.S. @bonucci_leo19 , great team work! 🎯😜 #ForzaJuve #FinoAllaFine #C…",juventusfc,POSITIVE
2019-05-24 07:00:12+00:00,Trofi Scudetto dan Coppa Italia yang dimenangkan oleh #JuventusWomen diserahkan ke #JuventusMuseum ➡️ https://t.co/uyasawsaMz https://t.co/WubNQ5b85v,juventusfcid,NEGATIVE
2019-04-18 09:28:29+00:00,"""لقد عدت مرة أخرى، لقد حصلت على الوظيفة!"" 😂 

بعد نجاحه العام الماضي @Alex_OxChambo عاد ليأخذكم مرة أخرى خلف الكواليس في جولة مع جلسة التصوير الخاصة بالقميص الجديد لموسم 2019/2020 https://t.co/oVg68wlUfU",LFC_Arabic,NEGATIVE
2018-12-16 19:14:19+00:00,❗سيميدو يغيب عن مباراة الليلة بسبب آلام في ركبته اليسرى❗ https://t.co/jRQCdfX2uS,fcbarcelona_ara,NEGATIVE
2019-02-06 22:34:49+00:00,"RT @thiemxzverev: Hey Leon❤️ Regarding your birthday, I did this small and very simple drawing for you💖 You have no idea how amazing and im…",FCBayernEN,POSITIVE
2019-04-27 20:59:51+00:00,"🙌🙌🙌🙌🙌🙌
CHAAAAAAAAAMPIOOONS!
CHAAAAAAAAAMPIOOONS!
CHAAAAAAAAAMPIOOONS!

ALLEZ, ALLEZ, ALLEZZZZZZ ! 🎉🎊

Chantez avec nous ! C'est la fête au Camp Nouuuuuuu !

💙❤ #WeColorLaLiga https://t.co/XtX5yLj9gT",fcbarcelona_fra,NEGATIVE
2019-05-17 12:19:44+00:00,RT @LFC: 😍🤩 https://t.co/VXsnDZTi5j,LFC,NEGATIVE
2019-02-27 22:27:01+00:00,من الذي لا يزال على قمة ترتيب الدوري؟ 💪☝️ https://t.co/HNZaHEtWbu,LFC_Arabic,NEGATIVE
2019-07-09 08:42:41+00:00,Al trabajo en el #JMedical también ⚡ @douglascosta 🚴‍♂️ https://t.co/oEv04MFM7D,juventusfces,NEGATIVE
2019-05-11 14:02:07+00:00,.@lewy_official tankt sich durch und passt die Kugel in den Fünfmeterraum. @SergeGnabry kommt nicht richtig an den Ball. 🤙 Puh. #RBLFCB https://t.co/qopB1Yayxi,FCBayern,NEGATIVE
2019-07-11 18:40:02+00:00,"6: جوووووووووووول .. بداية سريعة للريدز وأول أهداف المباريات الاستعدادية عن طريقة كلاين، بعد تسلمه تمريرة رائعة من ريان بروستر ليسددها قوية داخل الشباك.

#استعدادات_ليفربول 0 - 1 https://t.co/Bnf0oE0Yi0",LFC_Arabic,NEGATIVE
2019-07-15 13:53:33+00:00,"😁📸

#WelcomeAaron https://t.co/PG5hLKNmGq",juventusfcen,NEGATIVE
2019-03-02 11:16:58+00:00,"🎙 Allegri: ""There's a chance that we'll go with two in midfield tomorrow, if I decide to increase the amount of attackers on the pitch.""

#NapoliJuve #ForzaJuve",juventusfcen,POSITIVE
2019-05-27 09:49:47+00:00,"#ZurückInLiga3 🔴⚪😍

Das #FCBAmateure-Aufstiegsshirt im Shop: https://t.co/gSAhIYEvUM

#BayernAmateure #MiaSanMia https://t.co/mksH6PabgN",FCBjuniorteam,NEGATIVE
2019-03-30 11:45:33+00:00,"#TalDíaComoHoy, hace 9️⃣ años. 😱🔥

Ivica #Olić. Explosión de éxtasis. 🔴⚪

#MiaSanMia #UCL https://t.co/DToN5zS0VO",FCBayernES,NEGATIVE
2019-06-01 17:58:14+00:00,พร้อม!!! 🔴💪 #UCLFinal #LFCThai  https://t.co/0tMyJVbLyk,ThaiLFC,NEGATIVE
2018-09-23 19:59:22+00:00,"الدقيقة 50: ستواني يسجل الهدف الثاني لجيرونا (1-2)

⚽ #BarçaGirona 
💪 #ForçaBarça",fcbarcelona_ara,NEGATIVE
2019-04-05 21:59:16+00:00,"RT @LFC: Another BIG win for the Reds. 👊

Who was your @carlsberg Man of the Match? 💫

Get voting... 👇",LFCUSA,POSITIVE
2019-04-22 06:00:00+00:00,"⚽️⚽️⚽️⚽️⚽️⚽️⚽️⚽️ 
ベンゼマが、リーガでチームが記録したここ8ゴールの得点者となり、1961/62シーズンのリーガで7連続得点を決めたプスカシュの記録を塗り替えました！ #ベンゼマ https://t.co/dEUeZOwwDk",realmadridjapan,NEGATIVE
2019-03-02 19:10:03+00:00,"RT @ChampionsLeague: 1⃣2⃣0⃣ Bundesliga goals at Bayern for @lewy_official ⚽

3⃣rd on @FCBayernEN's all-time list 🥉 https://t.co/nrXyupA1vc",FCBayernEN,NEGATIVE
2019-02-19 20:46:33+00:00,Kurz verschnaufen. 😤 Halbzeit. #LFCFCB https://t.co/9THD6mpRY2,FCBayern,NEGATIVE
2019-04-21 12:43:00+00:00,"HOJE TEM LIVERPOOL! 🔴
https://t.co/6n3eO0mkFj",LFCBrasil,NEGATIVE
2019-02-26 10:28:31+00:00,"💪⚽ コパ・デル・レイ準決勝第2戦を前に最後の練習がスタートしました！ #RMCopa 
🔜 今週2試合ある #クラシコ の1試合目！ #RMClasico https://t.co/cHKlc4AYtl",realmadridjapan,NEGATIVE
2019-03-15 17:20:07+00:00,"📍 Melwood 

😃😃 https://t.co/2STJTjy2aK",LFC,NEGATIVE
2019-01-13 18:08:32+00:00,🚍🏟 We're on our way to the Benito Villamarín! #RMLiga https://t.co/uOQR1cIQ81,realmadriden,NEGATIVE
2019-03-27 18:30:51+00:00,RT @MarioMandzukic9: 😁 #forzajuve #finoallafine #neverstop #stepbystep #mm17🌪 https://t.co/pI2eHtrRKm,juventusfc,NEGATIVE
2019-06-16 11:30:00+00:00,"🎙💬 アザール独占インタビュー 
@hazardeden10 がベルギー代表でチームメートの@thibautcourtois について話しています。
#WelcomeHazard | #アザール https://t.co/2UW7cMPwjv",realmadridjapan,NEGATIVE
2018-07-31 23:17:12+00:00,"🎥 هكذا وصل الفريق إلى الملعب
🔥 باقي من الزمن بضع دقائق لبداية تدريب الإحماء!
#RM Tour 🇺🇸 | #هلا_مدريد https://t.co/yJPKnKIbrd",realmadridarab,NEGATIVE
2019-05-11 16:58:14+00:00,"💪⚽ Dernier entraînement de la semaine avant la réception de Getafe dimanche au Camp Nou (18h30). Wague, Riqui Puig et Abel Ruiz du @FCBarcelonaB sont présents 🔵🔴 #BarçaGetafe #ForçaBarça https://t.co/ZDQtWxq8I8",fcbarcelona_fra,NEGATIVE
2019-03-30 18:20:10+00:00,"#Messi 🆚 Espanyol: 
2⃣5⃣ buts en 33 matches 😎 https://t.co/4RuSjGtkHW",fcbarcelona_fra,NEGATIVE
2019-04-05 17:56:39+00:00,"[📋 CONVOCATORIA]
⚽ #BarçaAtleti
🔵🔴 #ForçaBarça https://t.co/8qqQKDwVzZ",FCBarcelona_es,NEGATIVE
2019-04-15 19:46:00+00:00,"45'| 1-0 | Gol de Silva. 
#RMLiga",realmadrid,NEGATIVE
2019-05-28 21:24:35+00:00,"Naci Ünüvar ♥️ Familie Nouri 

#StayStrongAppie",AFCAjax,NEGATIVE
2019-01-27 18:13:30+00:00,"Seyrettiğin ilk Barça maçını hatırlıyor musun? Kimler sahadaydı? 🇹🇷 #TürkiyeFCB
https://t.co/GdW5UFsiTk",fcbarcelona_tr,NEGATIVE
2019-03-18 13:31:21+00:00,"🔝 No hacen falta palabras, solo 👏 👏 👏 

🔵🔴 #ForçaBarça #WeColorFootball https://t.co/qrk3GGKzRU",FCBarcelona_es,NEGATIVE
2019-02-19 14:07:10+00:00,@RealNick98 Happy birthday!,LFCUSA,POSITIVE
2018-10-06 16:02:56+00:00,"🔥 VAMOS MADRID 🔥
#RMLiga | #هلا_مدريد https://t.co/HtqqahMBdg",realmadridarab,NEGATIVE
2019-05-11 11:26:28+00:00,"كيف كان رد فعلكم على هذا الهدف القاتل من @ArjenRobben في 🥅 لايبزيج!؟ 😅⚽️

#لايبزيج_بايرن #ميا_سان_ميا https://t.co/HQOT5hOgyq",FCBayernAr,NEGATIVE
2019-04-06 12:35:53+00:00,MIA SAN DAHOAM! Die #AllianzArena öffnet heute um 16:30 Uhr! Wir freuen uns auf Euren Support heute Abend! 🥁 #FCBBVB #Bundesliga #packmas https://t.co/1P5ioFRZCd,FCBayern_FB,NEGATIVE
2019-02-02 13:55:25+00:00,"18' ⏱️
OCCASIONISSIMA #ACMilan! Giacinti a colpo sicuro: la difesa libera a portiere battuto
#TavagnaccoMilan 0-0",acmilan,NEGATIVE
2019-03-17 11:04:02+00:00,"Risultati #JuventusYouth- Femminile
📍 #Under13 - Juve-Novara 11-1 (3 Cugnod, 2 Gallina, 2 Agazzi, Zamboni, Dogliani, Vacca, Corda) 📍#Under12 - Barcanova-Juve 13-0 📍#Under14 - Juve-Pecetto 3-1 (Farhang, 2 Giorgetti) 📍#Under11 - Real Leinì-Juve 3-2 (De Muru, Fabozzi)",JuventusFCYouth,NEGATIVE
2019-02-20 20:39:27+00:00,"📸 Match action from the @Metropolitano ⚽️🏟

#AtletiJuve #UCL #ForzaJuve https://t.co/jl0rNC5yOv",juventusfcen,NEGATIVE
2019-05-13 11:05:46+00:00,"#في_مثل_هذا_اليوم

ما الذي لفت انتباهك أكثر: تلك السِّيمْفُونِيَّة الرائعة أم الرجل الذي يجلس على مقاعد البدلاء خلف الهدف؟ 😁 https://t.co/Iqjsx3QYWZ",acmilanar,NEGATIVE
2018-08-31 09:27:16+00:00,RT @realmadriden: 💪 @marianodiaz9 trains with his new team-mates! #RMCity https://t.co/6tN7crAtks,realmadridfra,NEGATIVE
2017-11-29 07:55:32+00:00,"RT @FCBjuniorteam: SPIELTAG! #packmas 
Die #FCBAmateure empfangen um 19 Uhr den TSV Buchbach im Stadion an der Grünwalder Straße. #BayernAm…",FCBayern_FB,NEGATIVE
2019-03-19 11:20:37+00:00,"REMINDER! ⏰ Aurora Galli risponderà alle vostre domande alle 16:00! 

Mandate le vostre domande con l'hashtag #AskAurora 🤳 https://t.co/63bjFWGser",juventusfc,NEGATIVE
2019-05-25 17:14:11+00:00,"📍 Benito Villamarín
Vestuario 👌
💪#TotsUnits 
🔵🔴#ForçaBarça https://t.co/8mcGNOzvzK",FCBarcelona_es,NEGATIVE
2019-03-02 20:25:57+00:00,Minuto 39: ¡Uyyy @LuisSuarez9! ¡Gran disparo del uruguayo que rechaza Courtois! A punto el Barça de marcar el segundo (0-1) #ElClásico https://t.co/xTxSNYjihR,FCBarcelona_es,NEGATIVE
2019-04-21 17:07:46+00:00,"James Milner! ❤️ 😂

Kata yang tepat untuk menggambarkan selebrasi ini:______

#LFCIndonesia https://t.co/Rln4avnS2Z",LFCIndonesia,NEGATIVE
2019-04-13 15:40:54+00:00,"🔄 Minuto 67: ¡Doble cambio en el Barça!
🔼 @Phil_Coutinho &amp; @JordiAlba
🔽 @Dembouz &amp; @RiquiPuig
⚽ #HuescaBarça https://t.co/Udz80y1KCZ",FCBarcelona_es,NEGATIVE
2019-03-24 23:05:04+00:00,"E' il compleanno di Leonardo Spinazzola! 🎂

Tanti auguri ""Spina""! ⚪️⚫️ https://t.co/WfWx3w43Gf

#ForzaJuve https://t.co/Ketj0Bv3f2",juventusfc,NEGATIVE
2019-01-13 20:08:08+00:00,"@lukamodric10 🔝 @lukamodric10 ⚽
#RMLiga | #HalaMadrid https://t.co/YyCLlRx7c7",realmadrid,NEGATIVE
2018-04-20 15:10:15+00:00,Iniziata l'avventura dei nostri #Under11 in 🇸🇰 a Trencin! ⚽🔝 #JuventusYouth https://t.co/HksRfQVhMG,JuventusFCYouth,NEGATIVE
2018-12-05 10:54:28+00:00,"🔥 MAÇ GÜNÜ!
⚽ FC Barcelona - Cultural Leonesa
🏆 Kral Kupası Son 32 turu rövanşı
🕘 TSİ 23.30
📍 Camp Nou
📲 #CopaBarça
🔵🔴 #ForçaBarça  https://t.co/34NwUaqSXg",fcbarcelona_tr,NEGATIVE
2019-04-25 05:52:10+00:00,❗Nach dem Einzug ins Pokalfinale findet heute um 13.15 Uhr ein öffentliches Training an der Säbener Straße statt! #Servicetweet #FCBayern #MiaSanMia https://t.co/hlUAXasSHJ,FCBayern,NEGATIVE
2019-06-27 17:43:05+00:00,"RT @AFCAjax: Vroooooooom! 💨💨💨

#PreSeason 🇳🇱 https://t.co/XCdqUfbRB2",AFCAjax_EN,NEGATIVE
2019-03-06 13:00:01+00:00,"🎀 Hoje é dia de comemorar junto com @hakanc10 e Sinem o nascimento da pequena Liya! Parabéns, papai e mamãe! 🍼🔴⚫",acmilanbr,NEGATIVE
2019-04-10 21:25:17+00:00,"🏟 Estádio Old Trafford 🙌
⚽️ #MUFCBarça (0-1) 🔥

👊 Vaaaamos, Barça! 🔵🔴 https://t.co/Ake7Egd0Nz",fcbarcelona_br,NEGATIVE
2019-01-22 16:17:32+00:00,🥇ورجل مباراة #جنوی_ميلان هو تيموي باكايوكو بعد منافسة مع دوناروما 👏 https://t.co/W5JyeRvglp,acmilanar,NEGATIVE
2018-12-20 10:36:19+00:00,"RT @AFCAjax: SHOOT DAY! 📸🕴

@SuitSupply ✖️ @AFCAjax https://t.co/avLlNBijgg",AFCAjax_EN,NEGATIVE
2019-04-25 11:14:23+00:00,"RT @JuventusFCWomen: Domenica alle 12:30 al Tardini di Parma sarà un'imperdibile finale di #CoppaItaliaFemminile! 🏆🇮🇹

La presentazione di…",juventusfc,NEGATIVE
2018-10-31 12:58:09+00:00,"👑 Leo #Messi: de volta aos treinos! 😍🙌
💪 #ForçaBarça 🔵🔴 https://t.co/XjvlsYjgEX",fcbarcelona_br,NEGATIVE
2019-04-28 17:35:42+00:00,"And our final change of the day: 

@AlphonsoDavies replaces @jamesdrodriguez. 

#FCNFCB 1-0 (72')",FCBayernEN,NEGATIVE
2019-02-22 15:44:01+00:00,"غدًا نلتقي. 🔴⚪

#بايرن_برلين #ميا_سان_ميا https://t.co/cfmHZHp4yA",FCBayernAr,NEGATIVE
2019-02-28 11:31:00+00:00,BOSS 👊 https://t.co/Jv6yrsyb4u,LFC,NEGATIVE
2019-04-13 08:00:37+00:00,"🙌 MATCHDAY!  🙌
🇮🇹 @SerieA  
🆚 @spalferrara 
⏱15.00
🏟 Stadio Paolo Mazza
📲 #SPALJuve 
⚪️⚫️ #FinoAllaFine #ForzaJuve ⚪️⚫️ https://t.co/MZeoLSZtCD",juventusfc,NEGATIVE
2019-03-11 17:03:18+00:00,"🎙 Es el momento de Diego #Simeone: ""Mañana me faltarán jugadores que no están disponibles. Tendré que decidir quién juega para tener el mejor equipo posible""  #UCL #JuveAtleti #GETREADY https://t.co/d4fVoO356S",juventusfces,NEGATIVE
2019-01-17 03:43:03+00:00,"💤💤💤
          💤
💤💤💤
          💤
💤💤💤  more sleeps, Reds! https://t.co/1f08H9meOl",LFCUSA,NEGATIVE
2019-03-30 21:09:17+00:00,"80' DONNARUMMA 🚫 

Que defesaça pra manter a gente no jogo!

#SampdoriaMilan 1️⃣-0️⃣
#ForzaMilan 🔴⚫️ https://t.co/XTnExpuXq1",acmilanbr,NEGATIVE
2019-05-16 09:09:29+00:00,Hoy los chicos no entrenan solos 😁😁🤩 https://t.co/NCWECVZ3QE,juventusfces,NEGATIVE
2019-05-18 13:23:51+00:00,انتهاء المؤتمر الصحفي الميستر ماسيميليانو أليجري و الرئيس أندريا أنيلّي بتحية و تصفيق من الحاضرين. 👏👏👏👏👏,Juventusfcar,POSITIVE
2019-04-11 18:30:27+00:00,Una paraula per aquesta imatge? 😜 https://t.co/8sVYP4FSie,FCBarcelona_cat,NEGATIVE
2018-05-09 19:32:16+00:00,"▶ キックオフ！
@SevillaFC_JA vs #レアル・マドリード
#HalaMadrid https://t.co/NHayn6qNCq",realmadridjapan,NEGATIVE
2018-12-06 14:42:01+00:00,"💪🔥 @NavasKeylor
#RMCopa | #HalaMadrid https://t.co/61rLy4ebv4",realmadrid,NEGATIVE
2019-05-07 07:56:55+00:00,"19 jaar geleden --&gt; #Ajax - MVV
Bobby bedankt! 🎶♥️

#OnThisDay https://t.co/2AX4SRG8cd",AFCAjax,NEGATIVE
2019-05-12 15:46:37+00:00,"ERIK TEN HAG! 🙌
ERIK TEN HAG! 🙌
ERIK TEN HAG! 🙌
ERIK TEN HAG! 🙌
ERIK TEN HAG! 🙌
ERIK TEN HAG! 🙌
ERIK TEN HAG! 🙌
ERIK TEN HAG! 🙌
ERIK TEN HAG! 🙌
ERIK TEN HAG! 🙌

#ajautr https://t.co/XNRJuPC1ga",AFCAjax,NEGATIVE
2019-04-14 15:38:31+00:00,"La prima giornata di #Under9 e #Under11 a Madeira ⚽️🇵🇹
#JuventusYouth https://t.co/xzZyBUtUb1",JuventusFCYouth,NEGATIVE
2019-05-01 17:42:16+00:00,"🔴 #UCL TEAM NEWS 🔴

Our line-up to face @FCBarcelona…",LFC,NEGATIVE
2019-02-22 13:10:06+00:00,"Giovane Elber morgen ab 12:30 Uhr in der @FCBayern-Erlebniswelt! Bitte beachtet, dass Ihr sowohl im Besitz eines Spieltagstickets sowie einer Eintrittskarte für die FC Bayern Erlebniswelt (online oder im Foyer) sein müsst! #FCBBSC #Bundesliga #packmas ℹ️ https://t.co/1q2A3A9YEp https://t.co/Y1tDHcuYhM",FCBayern_FB,NEGATIVE
2019-04-09 17:42:30+00:00,"🔊 @3gerardpique: ""Me hace mucha ilusión volver a Old Trafford"" 👉 https://t.co/BErzunaPka https://t.co/9zLRdYfkA9",FCBarcelona_es,NEGATIVE
2019-02-17 00:05:04+00:00,"📹 O resumo do #BarçaValladolid (1-0)

👉https://t.co/tYqONvsbdv👈

🔵🔴 #ForçaBarça https://t.co/iGbj4xw1GU",fcbarcelona_br,NEGATIVE
2019-06-18 15:20:00+00:00,"⚽✨@RodrygoGoes 
#WelcomeRodrygo | #ロドリゴ・ゴエス https://t.co/Vzljxdvr9p",realmadridjapan,NEGATIVE
2019-03-06 21:24:46+00:00,"رجال البيانكونيري خلال مرحلة الإستعداد لمباراة أودونيزي يوم الجمعة 💪🏻
#فورزا_يوفي 🏴🏳️
https://t.co/zAYxDCN8GC",Juventusfcar,NEGATIVE
2018-12-01 20:35:54+00:00,"📸 The man who made the goal...
🙌 @DaniCarvajal92 https://t.co/cPX1mCB4k1",realmadriden,NEGATIVE
2018-07-30 21:47:46+00:00,RT @realmadriden: 🇺🇸🏟 Welcome to the Hard Rock Stadium! #RMTour https://t.co/in40oYOtRG,realmadridfra,POSITIVE
2019-02-18 15:40:40+00:00,@Chiellogt 5-0! En dan ook nog je #Ajaxdebuut maken. Dit moeten we natuurlijk vereeuwigen. Wil je jouw adresgegevens delen via een DM?,AjaxFancare,NEGATIVE
2019-02-10 19:00:01+00:00,Os 1️⃣1️⃣ de nossos adversários de hoje. #MilanCagliari https://t.co/9BJxmvWI9B,acmilanbr,NEGATIVE
2019-04-10 20:00:01+00:00,#WeAreLiverpool ❤ https://t.co/DO1hYXYWWm,LFCBrasil,NEGATIVE
2019-04-09 10:25:24+00:00,@DennisAalst Zou je jouw relatienummer kunnen toesturen via een DM?,AjaxFancare,NEGATIVE
2019-04-02 18:38:47+00:00,"⏱️ 76' 
Third and last substitution also for the visitors / Terzo e ultimo cambio anche per l'Udinese

🔼 Mandragora
🔽 Behrami

#MilanUdinese 1-1",acmilan,NEGATIVE
2019-05-02 15:02:13+00:00,"RT @IntChampionsCup: 🏟️ @FCBayernUS vs @realmadriden
🗓 July 20
📍 NRG Stadium
🎟️ https://t.co/d5464M5iHV
⠀⠀⠀⠀⠀⠀⠀⠀
#ICC2019 #ChampionsMeetHer…",FCBayernUS,NEGATIVE
2019-06-23 18:45:10+00:00,"🏟 الكابتن راؤول يغادر الملعب بثنائية اهداف وتحية جمهور البيرنابيو!! 👏 

#FiestaCCM2019 | #هلا_مدريد https://t.co/LXRr10qTDt",realmadridarab,NEGATIVE
2018-06-03 18:08:17+00:00,RT @realmadriden: Real Madrid vs Arsenal | LIVE | 2nd half https://t.co/lUnfJPbyb7,realmadridjapan,NEGATIVE
2018-12-05 21:20:57+00:00,"📍Fim do 1º tempo: Barça 3-0 Cultural Leonesa #CopaBarça 
⚽️ Gols: @Munirhaddadi, @Denissuarez6 e #Malcom 👏🎉

💪 #ForçaBarça 🔵🔴 https://t.co/gmOixh49Y4",fcbarcelona_br,NEGATIVE
2019-05-16 20:30:00+00:00,"The 2019 #FCBayern Youth Cup World Finals are about to begin!

We are looking forward to welcoming the players from 🇨🇳🇮🇳🇳🇬🇹🇭🇸🇬🇺🇸🇩🇪 in Munich! https://t.co/xFp3u410yA",FCBayernUS,POSITIVE
2019-05-17 20:25:04+00:00,"⏰ What time does the #UWCLFinal kick off where you are?
📺 You need to watch it ... but how?
🏆⚽ You're in luck! We have all the answers here 👇 https://t.co/88M9xyQYa5",FCBarcelona,POSITIVE
2019-06-25 21:31:01+00:00,#DerKlassiker 😁 https://t.co/3fWTqoAzW6,FCBayernES,NEGATIVE
2019-04-12 19:18:59+00:00,"🔵🔴📝 Samedi à 16h15, le Barça a une belle occasion de faire un peu plus le trou en tête de @LaLiga (11 points devant l'Atlético actuellement). Les Catalans se déplacent chez le dernier avec un XI remanié. Mais @Dembouz est dans le groupe! 👇 #HuescaBarça https://t.co/bL01C7CHc1",fcbarcelona_fra,NEGATIVE
2018-09-28 10:19:49+00:00,"🤙 غدار أنت يا @10Ronaldinho 

 ما هكذا يُعامل الأصدقاء. إنه قائدك السابق @Carles5puyol 😂 https://t.co/oZsuZNgnrn",fcbarcelona_ara,NEGATIVE
2019-03-02 11:33:47+00:00,"🎥 ""Kopfballungeheuer"" #FCBayern und @Javi8martinez im Fokus - alles, was ihr vor #BMGFCB wissen müsst. 👇 #packmas @SAPSports https://t.co/YBNCaImeIB",FCBayern,NEGATIVE
2018-03-23 12:50:56+00:00,"Qui Altopascio: alle 15 il calcio d'inizio di #RijekaJuve, Quarti di Finale di #ViareggioCup... FORZA RAGAZZI! 🏳🏴 https://t.co/YlrzJzNDfj",JuventusFCYouth,NEGATIVE
2019-05-12 17:02:55+00:00,"🙌 #FairPlay 👏
⚽️ #BarçaGetafe https://t.co/Lr4ief3noe",fcbarcelona_ara,NEGATIVE
2018-07-01 20:59:25+00:00,"RT @realmadriden: 🇭🇷 Croatia 1-1 🇩🇰 Denmark (3-2 pens)
☝️ @lukamodric10
👊 @Mateo_Kova23
👉 Two more madridistas to quarter finals
#WorldCup…",realmadridfra,NEGATIVE
2019-03-13 07:04:00+00:00,"Der Tag, auf den wir alle gewartet haben! 🙌
#FCBLFC #packmas! https://t.co/AmhFvdRnI1",FCBayern,NEGATIVE
2019-01-20 23:05:04+00:00,[COMMUNIQUÉ MÉDICAL] Toutes les infos concernant la blessure de @Dembouz #BarçaLeganes https://t.co/FwFgPtHStN,fcbarcelona_fra,NEGATIVE
